13-Dec-16,28,YES,2,YES,26-Dec-16,OK,OK,Damage
12-Jul-19,208,NO,4,NO,---,---,---,---
27-Mar-17,2474,YES,3,YES,18-Oct-19,Damage,OK,OK
07-Mar-19,216,NO,3,NO,---,---,---,---
08-Sep-18,347,NO,2,NO,---,---,---,---
20-Jan-19,388,YES,2,NO,---,---,---,---
09-Dec-16,1163,NO,3,NO,---,---,---,---
05-Jun-18,516,NO,3,NO,---,---,---,---
08-Jan-15,2247,NO,4,NO,---,---,---,---
01-Mar-19,290,NO,5,NO,---,---,---,---
14-Jan-15,2340,NO,3,NO,---,---,---,---
15-Jan-16,1257,NO,2,NO,---,---,---,---
14-Jul-19,113,NO,2,NO,---,---,---,---
22-Jan-18,750,NO,4,NO,---,---,---,---
24-Nov-16,1609,YES,5,NO,---,---,---,---
06-Mar-17,611,NO,2,NO,---,---,---,---
10-Mar-15,1828,YES,4,YES,20-Apr-17,Damage,OK,OK
13-Nov-19,32,NO,4,NO,---,---,---,---
27-Feb-17,935,NO,2,NO,---,---,---,---
15-Oct-19,117,YES,2,NO,---,---,---,---
10-Jun-19,503,YES,3,NO,---,---,---,---
14-Mar-18,1207,YES,4,NO,---,---,---,---
08-Nov-19,54,NO,7,NO,---,---,---,---
03-Feb-18,1869,YES,1,NO,---,---,---,---
31-Aug-16,979,NO,2,NO,---,---,---,---
25-Sep-16,945,NO,1,NO,---,---,---,---
28-Dec-16,1288,NO,2,NO,---,---,---,---
03-Dec-18,632,NO,3,NO,---,---,---,---
13-Mar-15,2108,NO,2,YES,04-Jul-19,OK,Damage,OK
29-Sep-18,602,NO,2,NO,---,---,---,---
21-May-18,143,NO,3,YES,03-Nov-18,OK,OK,Damage
09-Nov-15,2942,YES,3,NO,---,---,---,---
21-Apr-16,1372,NO,4,NO,---,---,---,---
28-Jul-17,598,NO,1,NO,---,---,---,---
18-May-18,443,NO,1,NO,---,---,---,---
30-Nov-19,38,NO,5,NO,---,---,---,---
18-Oct-18,833,YES,1,NO,---,---,---,---
31-Oct-17,559,NO,4,NO,---,---,---,---
01-Apr-19,377,NO,4,NO,---,---,---,---
12-Dec-15,2525,YES,3,NO,---,---,---,---
10-May-16,295,YES,3,YES,25-Sep-16,OK,OK,Damage
21-Feb-19,904,YES,6,NO,---,---,---,---
19-Jun-18,839,YES,3,NO,---,---,---,---
15-Mar-16,841,YES,4,NO,---,---,---,---
20-Mar-15,1901,NO,3,NO,---,---,---,---
14-Sep-15,3285,YES,4,NO,---,---,---,---
31-Jan-16,2413,YES,3,YES,02-Sep-18,Damage,OK,OK
25-May-17,874,NO,2,NO,---,---,---,---
27-Dec-15,2416,YES,7,NO,---,---,---,---
06-Aug-18,520,NO,4,NO,---,---,---,---
15-Jan-15,2050,NO,2,NO,---,---,---,---
16-Nov-16,1239,NO,2,NO,---,---,---,---
28-Jul-17,1253,YES,3,NO,---,---,---,---
03-Jan-15,2923,YES,2,YES,23-Nov-17,OK,Damage,OK
28-Nov-17,711,NO,3,NO,---,---,---,---
16-Oct-15,1282,NO,6,NO,---,---,---,---
17-Oct-16,2037,YES,3,YES,07-Jun-19,Damage,OK,OK
24-Mar-18,292,NO,3,NO,---,---,---,---
17-Nov-18,457,NO,4,NO,---,---,---,---
26-Oct-17,2013,YES,2,NO,---,---,---,---
02-Mar-16,644,NO,2,NO,---,---,---,---
14-Jun-15,2978,YES,4,NO,---,---,---,---
06-Jun-15,2727,YES,3,NO,---,---,---,---
11-Jul-16,2890,YES,3,NO,---,---,---,---
03-May-18,928,NO,2,NO,---,---,---,---
01-Jan-15,2684,YES,2,YES,11-Dec-19,OK,OK,OK
16-Jan-16,474,NO,3,YES,14-Feb-18,OK,OK,Damage
31-Aug-19,82,NO,4,NO,---,---,---,---
18-Aug-19,280,YES,4,NO,---,---,---,---
02-Sep-18,396,NO,5,NO,---,---,---,---
31-Aug-16,916,NO,3,NO,---,---,---,---
29-Jul-17,743,NO,1,NO,---,---,---,---
20-Sep-18,814,YES,4,NO,---,---,---,---
04-Feb-18,1553,YES,3,NO,---,---,---,---
17-Feb-18,1459,YES,3,NO,---,---,---,---
01-Feb-16,1866,NO,5,NO,---,---,---,---
31-Jan-16,2756,YES,4,NO,---,---,---,---
11-Dec-16,1373,YES,4,NO,---,---,---,---
17-Sep-19,115,NO,6,NO,---,---,---,---
24-Oct-19,50,NO,6,NO,---,---,---,---
12-Sep-18,588,NO,3,NO,---,---,---,---
31-Aug-18,548,NO,4,NO,---,---,---,---
05-Sep-17,1260,NO,2,NO,---,---,---,---
05-Jan-15,1591,YES,3,YES,26-Nov-19,OK,OK,OK
16-Jan-18,837,NO,2,NO,---,---,---,---
08-Mar-19,235,NO,2,NO,---,---,---,---
04-Oct-18,371,NO,2,NO,---,---,---,---
06-Apr-17,1017,NO,4,NO,---,---,---,---
05-Sep-17,1645,YES,6,YES,07-Jun-19,Damage,OK,OK
08-Sep-17,528,NO,2,NO,---,---,---,---
03-Jan-15,1069,NO,1,NO,---,---,---,---
11-Oct-16,854,NO,4,NO,---,---,---,---
22-Jan-18,836,NO,2,NO,---,---,---,---
22-Feb-19,387,NO,2,NO,---,---,---,---
13-Oct-16,1881,YES,3,NO,---,---,---,---
19-Jan-17,1592,NO,5,YES,03-Dec-19,Damage,OK,OK
13-Nov-17,558,NO,2,NO,---,---,---,---
12-Dec-17,843,YES,3,NO,---,---,---,---
07-Aug-18,718,NO,4,NO,---,---,---,---
22-Dec-16,2459,YES,4,NO,---,---,---,---
06-Aug-19,62,NO,2,NO,---,---,---,---
24-Oct-19,95,NO,3,NO,---,---,---,---
02-Mar-16,1040,NO,4,NO,---,---,---,---
15-Aug-18,373,NO,5,NO,---,---,---,---
09-Jul-19,336,YES,2,NO,---,---,---,---
06-Jan-18,913,NO,2,NO,---,---,---,---
27-Feb-18,1672,YES,3,YES,29-Oct-19,Damage,OK,OK
08-Sep-19,349,YES,2,NO,---,---,---,---
02-Apr-19,299,NO,8,NO,---,---,---,---
24-Nov-17,1546,YES,3,NO,---,---,---,---
08-Feb-19,246,NO,2,NO,---,---,---,---
27-Jul-15,1416,NO,5,NO,---,---,---,---
27-Oct-18,584,NO,3,NO,---,---,---,---
12-Feb-18,1179,YES,2,NO,---,---,---,---
29-Sep-15,3043,YES,2,NO,---,---,---,---
27-May-15,1565,NO,5,NO,---,---,---,---
27-Apr-17,712,NO,2,NO,---,---,---,---
24-Nov-18,986,YES,1,NO,---,---,---,---
01-Sep-18,642,NO,3,NO,---,---,---,---
01-Feb-19,325,NO,3,NO,---,---,---,---
07-Nov-15,1312,NO,5,NO,---,---,---,---
22-Sep-19,213,YES,6,NO,---,---,---,---
20-Jun-16,1424,NO,3,NO,---,---,---,---
30-Sep-15,3065,YES,2,YES,23-Nov-19,Damage,OK,OK
06-Aug-18,661,YES,4,NO,---,---,---,---
14-Aug-16,2438,YES,5,NO,---,---,---,---
23-Nov-18,431,NO,2,NO,---,---,---,---
21-Dec-16,116,NO,2,YES,22-May-17,OK,OK,Damage
24-May-18,344,NO,3,NO,---,---,---,---
17-Nov-18,488,NO,4,NO,---,---,---,---
10-Dec-15,1594,NO,4,YES,05-Mar-19,OK,OK,Damage
23-Feb-15,1820,NO,2,NO,---,---,---,---
05-Sep-15,2672,YES,6,YES,05-Jan-19,Damage,OK,OK
26-May-18,452,NO,2,NO,---,---,---,---
03-Sep-19,167,NO,3,NO,---,---,---,---
02-Oct-17,737,NO,2,NO,---,---,---,---
03-Jan-18,893,NO,3,NO,---,---,---,---
26-Dec-15,2381,YES,2,NO,---,---,---,---
04-Sep-17,1760,YES,5,NO,---,---,---,---
24-Nov-15,2540,YES,3,YES,08-Jun-19,OK,Damage,OK
05-Apr-17,898,NO,4,NO,---,---,---,---
01-Aug-16,1569,NO,4,NO,---,---,---,---
01-Aug-15,2148,YES,1,NO,---,---,---,---
06-Dec-15,2233,YES,4,YES,08-Sep-18,Damage,OK,OK
25-Aug-18,437,NO,5,NO,---,---,---,---
22-Jan-17,1234,NO,3,NO,---,---,---,---
26-Jan-17,1238,NO,5,NO,---,---,---,---
27-May-17,1757,YES,3,NO,---,---,---,---
19-Feb-17,1235,NO,3,NO,---,---,---,---
07-Sep-15,2085,YES,3,YES,23-Jul-17,Damage,OK,OK
14-Feb-19,370,NO,2,NO,---,---,---,---
17-Dec-17,553,YES,5,NO,---,---,---,---
21-Dec-18,399,NO,1,NO,---,---,---,---
05-Nov-18,599,YES,2,NO,---,---,---,---
04-Aug-19,97,NO,1,NO,---,---,---,---
25-Apr-19,234,NO,4,NO,---,---,---,---
01-Aug-16,1325,NO,2,NO,---,---,---,---
18-Apr-16,1445,NO,2,NO,---,---,---,---
17-Sep-18,471,NO,2,NO,---,---,---,---
26-Sep-18,1067,YES,2,NO,---,---,---,---
04-Aug-19,355,YES,3,NO,---,---,---,---
19-Dec-18,422,NO,6,NO,---,---,---,---
01-Sep-15,2379,NO,3,YES,26-Aug-19,OK,Damage,OK
09-Jun-16,805,NO,5,NO,---,---,---,---
22-Dec-15,2112,YES,3,YES,10-Feb-18,Damage,OK,OK
02-Dec-18,469,NO,3,NO,---,---,---,---
24-Aug-15,1185,YES,4,NO,---,---,---,---
24-Aug-15,1408,YES,3,YES,06-May-17,Damage,OK,OK
12-May-15,2463,NO,4,NO,---,---,---,---
08-Apr-15,2748,YES,3,YES,06-Nov-18,Damage,OK,OK
29-Aug-17,771,NO,3,NO,---,---,---,---
25-Jul-15,1857,NO,3,NO,---,---,---,---
19-Sep-18,426,YES,4,NO,---,---,---,---
28-Aug-18,454,NO,4,NO,---,---,---,---
05-Jun-19,269,NO,5,NO,---,---,---,---
02-Aug-17,641,NO,2,NO,---,---,---,---
05-Apr-19,217,NO,3,NO,---,---,---,---
19-Mar-17,1842,YES,2,NO,---,---,---,---
16-Oct-15,1536,NO,1,NO,---,---,---,---
18-Mar-17,1275,NO,4,NO,---,---,---,---
03-Nov-19,98,YES,1,NO,---,---,---,---
03-Jun-17,1124,YES,3,YES,22-Apr-18,Damage,OK,OK
05-Apr-16,1302,NO,3,NO,---,---,---,---
19-Apr-16,1712,NO,3,NO,---,---,---,---
16-Sep-17,2234,YES,4,NO,---,---,---,---
01-Apr-18,793,YES,4,NO,---,---,---,---
06-Sep-16,1101,NO,3,NO,---,---,---,---
22-Apr-15,2008,NO,1,NO,---,---,---,---
04-Apr-17,2162,YES,4,YES,19-Oct-19,Damage,OK,OK
12-Mar-19,409,NO,1,NO,---,---,---,---
15-Nov-17,774,NO,4,NO,---,---,---,---
07-Oct-16,2586,YES,3,YES,23-Jun-19,Damage,OK,OK
26-Sep-17,980,NO,4,NO,---,---,---,---
19-Jun-19,479,YES,2,NO,---,---,---,---
13-Jun-17,981,NO,3,NO,---,---,---,---
10-Nov-15,566,NO,3,YES,12-Mar-17,OK,OK,Damage
18-Sep-17,798,NO,4,NO,---,---,---,---
22-Oct-19,67,NO,3,NO,---,---,---,---
26-Jul-16,1481,NO,3,NO,---,---,---,---
07-Feb-19,322,NO,3,NO,---,---,---,---
14-Jul-16,2350,YES,2,YES,14-Apr-19,Damage,OK,OK
05-Dec-15,2124,NO,3,NO,---,---,---,---
30-Mar-15,2321,NO,3,YES,27-Dec-19,OK,OK,OK
24-Mar-16,1686,YES,3,NO,---,---,---,---
03-Oct-16,1574,YES,2,YES,10-Jan-19,OK,OK,Damage
18-Oct-15,1441,NO,4,NO,---,---,---,---
09-Jul-16,1412,NO,3,NO,---,---,---,---
02-Feb-15,1013,NO,4,NO,---,---,---,---
25-Dec-19,7,NO,1,NO,---,---,---,---
08-Jan-19,228,NO,4,NO,---,---,---,---
08-Jun-15,1940,NO,2,NO,---,---,---,---
08-May-19,144,NO,3,NO,---,---,---,---
09-Oct-17,279,NO,4,NO,---,---,---,---
08-Feb-17,2354,YES,5,YES,08-Aug-19,Damage,OK,OK
04-May-15,2147,NO,1,YES,13-Jul-19,OK,Damage,OK
22-Oct-17,738,NO,3,NO,---,---,---,---
10-May-15,813,NO,2,YES,27-Nov-17,Damage,OK,OK
22-Jan-16,1338,YES,3,NO,---,---,---,---
30-Sep-17,1694,YES,2,NO,---,---,---,---
30-May-17,1898,YES,3,NO,---,---,---,---
19-Oct-15,816,NO,3,YES,03-Aug-19,OK,OK,OK
01-Oct-15,1044,NO,2,NO,---,---,---,---
30-Jun-17,1313,YES,3,NO,---,---,---,---
14-Sep-19,95,NO,5,NO,---,---,---,---
02-Sep-16,1791,YES,3,YES,01-Dec-18,Damage,OK,OK
11-Dec-15,2461,NO,2,NO,---,---,---,---
07-May-16,1731,NO,3,NO,---,---,---,---
27-Aug-17,1919,YES,1,NO,---,---,---,---
09-Feb-15,2172,YES,2,YES,28-Apr-18,OK,Damage,OK
29-Dec-18,115,NO,3,NO,---,---,---,---
21-Jul-15,3243,YES,2,YES,26-Dec-19,Damage,OK,OK
12-Sep-17,866,YES,3,NO,---,---,---,---
09-Nov-17,1256,YES,5,YES,27-Dec-18,Damage,OK,OK
04-Feb-18,555,NO,1,NO,---,---,---,---
29-Jul-18,506,NO,1,NO,---,---,---,---
14-Aug-15,2395,YES,3,NO,---,---,---,---
21-Jul-16,2336,YES,3,NO,---,---,---,---
23-Sep-19,100,NO,3,NO,---,---,---,---
02-Jul-17,1783,YES,4,NO,---,---,---,---
04-Sep-15,2099,YES,5,NO,---,---,---,---
07-May-19,255,NO,3,NO,---,---,---,---
10-Jan-16,1738,NO,5,NO,---,---,---,---
17-Aug-19,254,YES,7,NO,---,---,---,---
08-Jun-19,273,NO,2,NO,---,---,---,---
06-Sep-15,2596,YES,5,YES,06-Feb-19,Damage,OK,OK
05-Dec-18,860,YES,5,NO,---,---,---,---
07-Apr-17,1822,YES,5,NO,---,---,---,---
05-Sep-15,2833,YES,2,YES,19-Apr-19,OK,Damage,OK
05-Jun-19,289,NO,4,NO,---,---,---,---
06-Sep-16,1117,NO,4,NO,---,---,---,---
05-Aug-16,1243,YES,3,NO,---,---,---,---
07-Jan-17,1098,NO,2,NO,---,---,---,---
24-May-17,1424,NO,4,NO,---,---,---,---
02-Nov-16,341,NO,2,YES,20-Dec-18,OK,OK,Damage
30-Apr-17,651,NO,6,NO,---,---,---,---
02-Apr-15,251,YES,4,YES,13-Feb-16,OK,OK,Damage
09-Dec-15,2191,NO,1,YES,24-May-19,OK,Damage,OK
30-Nov-19,41,NO,5,NO,---,---,---,---
22-Aug-16,446,YES,2,YES,13-Apr-19,OK,OK,Damage
09-Nov-15,1735,NO,5,NO,---,---,---,---
10-Jun-17,1198,YES,7,YES,30-Sep-18,Damage,OK,OK
04-Feb-15,847,NO,4,NO,---,---,---,---
11-Sep-16,1143,YES,4,NO,---,---,---,---
24-Feb-15,1691,NO,3,YES,16-May-19,OK,OK,OK
03-May-19,362,YES,3,NO,---,---,---,---
29-Aug-18,644,NO,2,NO,---,---,---,---
29-Jul-16,1191,NO,3,NO,---,---,---,---
06-Dec-16,759,NO,4,NO,---,---,---,---
30-Aug-16,1252,NO,3,NO,---,---,---,---
13-Jun-15,1071,NO,2,NO,---,---,---,---
14-Oct-18,493,NO,3,NO,---,---,---,---
06-Jan-18,559,NO,2,NO,---,---,---,---
23-Sep-15,1263,NO,4,NO,---,---,---,---
01-Mar-15,1892,NO,2,NO,---,---,---,---
02-Jun-17,1978,YES,3,NO,---,---,---,---
22-Mar-17,2403,YES,5,YES,09-Sep-19,Damage,OK,OK
21-Apr-15,1417,NO,4,NO,---,---,---,---
21-Aug-16,2674,YES,3,NO,---,---,---,---
24-May-19,485,YES,5,NO,---,---,---,---
27-Aug-19,114,YES,3,NO,---,---,---,---
17-Dec-16,1090,NO,2,NO,---,---,---,---
18-Oct-15,1031,NO,3,NO,---,---,---,---
07-Aug-16,1483,NO,5,NO,---,---,---,---
14-Jul-16,1556,NO,3,NO,---,---,---,---
16-Jul-15,2546,YES,3,YES,17-Mar-19,OK,Damage,OK
24-Nov-19,75,YES,3,NO,---,---,---,---
26-Jun-17,1018,NO,2,NO,---,---,---,---
19-Jun-15,479,NO,4,NO,---,---,---,---
22-Jan-16,2500,YES,5,YES,22-Apr-18,Damage,OK,OK
27-Aug-19,296,YES,3,NO,---,---,---,---
26-Jun-16,1347,NO,4,NO,---,---,---,---
07-Apr-18,748,YES,4,NO,---,---,---,---
04-Jul-19,224,NO,4,NO,---,---,---,---
15-Dec-19,45,YES,4,NO,---,---,---,---
24-Feb-17,1083,NO,2,YES,21-Jun-19,OK,OK,Damage
20-Dec-16,2197,YES,2,NO,---,---,---,---
17-Sep-15,1113,YES,2,YES,15-Oct-16,Damage,OK,OK
25-May-16,804,NO,2,NO,---,---,---,---
28-Oct-17,1614,YES,4,NO,---,---,---,---
04-Sep-19,172,YES,2,NO,---,---,---,---
16-Oct-16,1084,NO,5,NO,---,---,---,---
18-Mar-19,378,NO,4,NO,---,---,---,---
12-Aug-18,555,NO,2,NO,---,---,---,---
02-Oct-18,546,NO,3,NO,---,---,---,---
15-Aug-19,188,YES,2,NO,---,---,---,---
05-Jan-15,2348,NO,3,NO,---,---,---,---
20-Oct-15,3350,YES,2,YES,27-Sep-19,OK,Damage,OK
30-Dec-16,469,NO,1,NO,---,---,---,---
18-May-18,603,NO,2,NO,---,---,---,---
27-May-17,1297,YES,4,NO,---,---,---,---
01-Sep-17,778,NO,3,NO,---,---,---,---
01-Aug-16,1713,YES,4,NO,---,---,---,---
27-Jan-19,254,NO,2,NO,---,---,---,---
17-Jun-16,2200,YES,4,YES,23-Jun-19,Damage,OK,OK
17-Jan-17,1180,YES,4,NO,---,---,---,---
16-Jun-15,1307,NO,3,NO,---,---,---,---
29-Dec-18,414,NO,4,NO,---,---,---,---
18-Oct-16,2757,YES,4,NO,---,---,---,---
15-Mar-15,1142,NO,4,NO,---,---,---,---
17-Mar-15,559,NO,6,NO,---,---,---,---
09-Oct-19,132,YES,5,NO,---,---,---,---
12-Nov-16,1503,YES,8,NO,---,---,---,---
12-Jan-19,442,NO,3,NO,---,---,---,---
20-Jul-19,233,NO,3,NO,---,---,---,---
14-Mar-17,2301,YES,2,NO,---,---,---,---
18-Nov-17,695,NO,1,NO,---,---,---,---
15-May-15,3023,YES,4,YES,13-Jul-18,Damage,OK,OK
28-Oct-15,1412,NO,3,NO,---,---,---,---
13-Sep-18,349,NO,3,NO,---,---,---,---
18-May-17,1363,NO,5,NO,---,---,---,---
05-Jun-18,990,YES,1,NO,---,---,---,---
04-Oct-19,192,YES,2,NO,---,---,---,---
27-Jun-17,1120,YES,5,YES,20-Jan-19,Damage,OK,OK
09-May-17,1587,NO,4,NO,---,---,---,---
19-Oct-17,1785,YES,4,YES,14-Jul-19,Damage,OK,OK
06-Apr-18,1299,YES,3,NO,---,---,---,---
25-May-16,2099,YES,2,YES,25-Dec-19,Damage,OK,OK
25-Nov-19,57,YES,1,NO,---,---,---,---
21-Mar-18,1611,YES,1,NO,---,---,---,---
29-Nov-17,496,NO,5,NO,---,---,---,---
29-Jan-18,853,NO,3,NO,---,---,---,---
17-Aug-19,225,YES,3,NO,---,---,---,---
13-Dec-16,1363,NO,5,NO,---,---,---,---
09-Jun-16,1118,NO,6,NO,---,---,---,---
15-Jun-15,2054,NO,2,NO,---,---,---,---
11-Aug-16,1580,NO,4,NO,---,---,---,---
16-Oct-18,845,YES,7,NO,---,---,---,---
10-Jul-15,2062,NO,3,NO,---,---,---,---
20-Jul-18,1176,YES,5,NO,---,---,---,---
31-Oct-19,73,NO,5,NO,---,---,---,---
03-Jan-16,13,NO,2,YES,15-Jan-16,OK,OK,Damage
18-Jul-15,2200,YES,2,YES,14-Mar-19,OK,Damage,OK
12-Apr-15,1682,NO,4,NO,---,---,---,---
24-Feb-19,240,NO,3,NO,---,---,---,---
27-Nov-17,266,NO,3,NO,---,---,---,---
08-May-17,774,NO,4,NO,---,---,---,---
28-Oct-16,2437,YES,2,YES,30-Apr-19,Damage,OK,OK
26-May-16,531,NO,4,NO,---,---,---,---
31-Dec-17,680,NO,4,NO,---,---,---,---
03-Feb-19,176,NO,4,NO,---,---,---,---
28-Jun-15,2658,YES,1,YES,08-Nov-19,OK,Damage,OK
26-Oct-19,147,YES,3,NO,---,---,---,---
05-Nov-15,2400,YES,3,YES,18-Jun-19,Damage,OK,OK
07-Jun-15,1693,NO,4,YES,02-Oct-19,OK,OK,Damage
22-Apr-19,113,NO,3,NO,---,---,---,---
16-Aug-17,1150,NO,3,NO,---,---,---,---
14-Apr-18,732,NO,4,NO,---,---,---,---
24-Feb-16,1469,YES,2,NO,---,---,---,---
09-Aug-18,465,NO,4,NO,---,---,---,---
15-Jun-17,1211,NO,3,NO,---,---,---,---
29-Oct-19,42,NO,2,NO,---,---,---,---
15-Jul-19,309,YES,2,NO,---,---,---,---
03-Oct-17,909,NO,3,NO,---,---,---,---
19-May-15,2905,YES,3,NO,---,---,---,---
11-Feb-15,661,NO,2,NO,---,---,---,---
26-Jul-17,1680,YES,5,YES,03-Aug-19,Damage,OK,OK
25-Feb-18,1389,YES,6,NO,---,---,---,---
03-Feb-17,2525,YES,3,NO,---,---,---,---
25-May-19,397,YES,2,NO,---,---,---,---
17-Jul-15,1621,YES,4,NO,---,---,---,---
25-Nov-19,44,NO,4,NO,---,---,---,---
28-Apr-16,1777,YES,2,YES,08-Jun-18,Damage,OK,OK
03-Jun-15,318,NO,3,YES,03-Mar-16,OK,OK,Damage
05-Dec-16,2223,YES,4,NO,---,---,---,---
17-Aug-15,3024,YES,2,YES,06-May-19,OK,Damage,OK
27-Nov-17,637,NO,3,NO,---,---,---,---
14-Mar-16,1536,NO,3,NO,---,---,---,---
11-Aug-18,709,YES,3,NO,---,---,---,---
24-Sep-15,1362,NO,3,NO,---,---,---,---
07-Oct-15,1079,NO,5,NO,---,---,---,---
18-Apr-16,922,NO,3,NO,---,---,---,---
21-Nov-18,493,NO,2,NO,---,---,---,---
17-Feb-17,1440,YES,5,NO,---,---,---,---
20-Apr-15,1021,NO,3,NO,---,---,---,---
29-Jul-15,1593,NO,4,NO,---,---,---,---
31-May-17,787,NO,2,NO,---,---,---,---
23-Nov-19,35,NO,2,NO,---,---,---,---
21-Jan-19,258,NO,4,NO,---,---,---,---
18-Sep-17,850,NO,1,NO,---,---,---,---
13-May-15,2365,YES,2,NO,---,---,---,---
01-May-17,477,YES,2,NO,---,---,---,---
12-Sep-16,784,NO,1,NO,---,---,---,---
13-Jun-18,969,YES,3,NO,---,---,---,---
27-Jul-17,1316,YES,2,NO,---,---,---,---
29-Jul-17,730,NO,3,NO,---,---,---,---
23-Sep-17,54,YES,2,YES,02-Nov-17,OK,OK,Damage
28-Mar-17,2328,YES,2,YES,01-Jul-19,Damage,OK,OK
03-Jun-15,1357,NO,4,NO,---,---,---,---
26-Aug-19,127,NO,3,NO,---,---,---,---
31-Jan-15,2614,NO,3,NO,---,---,---,---
26-Jan-17,1065,NO,6,NO,---,---,---,---
19-Feb-16,1459,NO,3,NO,---,---,---,---
01-Jul-15,1682,NO,4,NO,---,---,---,---
31-May-17,969,NO,3,NO,---,---,---,---
02-Apr-18,66,NO,3,YES,06-Jul-18,OK,OK,Damage
10-Aug-19,269,YES,2,NO,---,---,---,---
24-Oct-16,838,NO,2,NO,---,---,---,---
11-Apr-19,375,YES,6,NO,---,---,---,---
03-Jul-16,2781,YES,4,NO,---,---,---,---
30-Apr-17,400,NO,1,NO,---,---,---,---
18-Sep-15,1912,NO,2,NO,---,---,---,---
14-Jan-19,987,YES,2,NO,---,---,---,---
30-Apr-18,933,NO,4,NO,---,---,---,---
24-Apr-15,1090,NO,4,NO,---,---,---,---
25-Feb-17,1220,NO,2,NO,---,---,---,---
25-Dec-16,1048,NO,5,NO,---,---,---,---
26-Jun-18,499,NO,5,NO,---,---,---,---
18-Apr-18,453,NO,2,NO,---,---,---,---
13-Jan-17,2279,YES,3,YES,03-May-19,Damage,OK,OK
14-Jul-16,495,NO,3,YES,08-Jun-18,OK,OK,Damage
10-Apr-16,1933,YES,2,YES,23-Oct-18,Damage,OK,OK
13-May-18,742,NO,2,NO,---,---,---,---
22-Jun-19,265,YES,4,NO,---,---,---,---
25-Mar-19,599,YES,6,NO,---,---,---,---
18-Dec-16,1727,YES,4,YES,06-May-19,Damage,OK,OK
25-May-15,2469,YES,5,NO,---,---,---,---
21-Feb-19,864,YES,2,NO,---,---,---,---
14-May-15,2411,YES,2,YES,20-Dec-18,OK,OK,Damage
29-Jul-15,104,YES,4,NO,---,---,---,---
14-Mar-18,743,NO,2,NO,---,---,---,---
08-Aug-16,1674,NO,3,NO,---,---,---,---
11-Dec-15,1500,NO,2,NO,---,---,---,---
20-Dec-16,1502,YES,3,YES,12-Jan-19,OK,OK,Damage
24-Apr-19,274,NO,2,NO,---,---,---,---
27-Sep-16,2774,YES,3,NO,---,---,---,---
03-Jan-15,2747,YES,2,YES,27-Aug-18,Damage,OK,OK
23-Jul-19,409,YES,5,NO,---,---,---,---
04-Oct-19,59,NO,4,NO,---,---,---,---
15-Jun-17,945,NO,3,NO,---,---,---,---
26-Apr-17,1045,NO,2,NO,---,---,---,---
25-Dec-17,719,YES,4,YES,12-Mar-19,OK,OK,Damage
13-Jul-19,422,YES,4,NO,---,---,---,---
12-Nov-15,3157,YES,2,YES,22-Jun-19,Damage,Damage,OK
06-Dec-18,1214,YES,6,NO,---,---,---,---
01-Mar-16,1558,NO,4,YES,14-Jun-19,OK,OK,Damage
19-Nov-17,415,YES,5,YES,19-Oct-18,OK,OK,Damage
16-Mar-19,327,NO,2,NO,---,---,---,---
30-Aug-15,3078,YES,5,YES,25-Oct-18,Damage,OK,OK
24-Jun-19,325,YES,3,NO,---,---,---,---
01-Apr-17,1101,NO,3,NO,---,---,---,---
21-Jun-19,403,YES,2,NO,---,---,---,---
29-Mar-16,441,NO,1,NO,---,---,---,---
02-Jun-15,1817,NO,2,NO,---,---,---,---
